chin,left_eyebrow,right_eyebrow,nose_bridge,nose_tip,left_eye,right_eye,top_lip,bottom_lip
"[(139, 114), (139, 123), (141, 133), (143, 142), (147, 150), (153, 157), (160, 162), (168, 166), (176, 167), (184, 165), (191, 161), (198, 155), (203, 147), (206, 139), (208, 130), (209, 120), (209, 111)]","[(145, 102), (150, 99), (156, 98), (163, 99), (168, 101)]","[(181, 101), (188, 98), (194, 97), (200, 99), (205, 103)]","[(175, 110), (175, 117), (175, 125), (175, 132)]","[(168, 136), (171, 137), (176, 137), (179, 136), (183, 135)]","[(151, 110), (156, 109), (160, 109), (164, 112), (160, 112), (155, 112)]","[(185, 111), (189, 108), (194, 108), (198, 109), (194, 111), (189, 111)]","[(163, 149), (168, 146), (173, 144), (176, 145), (179, 143), (184, 145), (188, 147), (186, 148), (180, 147), (176, 147), (173, 147), (165, 149)]","[(188, 147), (184, 151), (180, 153), (177, 153), (173, 153), (168, 152), (163, 149), (165, 149), (173, 148), (176, 148), (180, 147), (186, 148)]"
